File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\admin.php,95,45,12,2,9,1,41,50,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\create.php,18,12,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\index.php,24,15,3,0,5,0,4,22,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\myindex.php,158,91,20,5,60,0,7,31,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\update.php,21,12,2,0,4,0,5,18,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\view.php,65,39,12,2,23,0,3,18,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\_form.php,167,104,23,4,51,23,12,154,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\_search.php,210,164,0,0,43,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\internshipPosition\_view.php,185,32,4,1,23,1,130,334,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\admin.php,70,49,11,2,8,0,13,18,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\create.php,21,12,2,0,5,0,4,14,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\index.php,63,29,10,0,16,0,18,45,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\update.php,21,15,2,0,4,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\view.php,39,20,4,0,12,0,7,33,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\_form.php,55,35,5,0,13,3,7,65,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\_search.php,95,72,0,0,20,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\requestInternship\_view.php,73,25,0,0,12,4,36,100,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\contact.php,85,63,2,0,19,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\error.php,15,10,2,0,3,0,2,8,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\index.php,22,12,2,0,9,0,1,4,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\login.php,54,40,2,0,11,0,3,12,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\viewInternshipPosition.php,32,18,3,0,11,0,3,10,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\_viewInternshipPosition.php,25,14,0,0,9,0,2,6,0,0
C:\wamp\www\internship\protected\modules\StudentAdmin\views\site\pages\about.php,13,9,2,0,3,0,1,4,0,0
